star,title,quote,num,link,article
8.6,"

    爱情和其他魔鬼


    

  ","德劳拉神父做了一个奇怪的梦：一个长发委地的少女，坐在一扇无始无终的窗户前吃葡萄，窗外是大雪覆盖的原野，女孩每吃掉一颗，葡萄串上就又长出一颗新的来。
他被派往... ","
        (2642人评价)
    ",https://book.douban.com/subject/26451351/,"
        
  
  [哥伦比亚] 加西亚·马尔克斯 / 陶玉平 / 南海出版公司 / 2016-1 / 35.00

      "
8.3,"

    了不起的盖茨比


    

  ",盖茨比为了久久地抱着的一个梦而付出了很高的代价。他死后，尼克发觉是汤姆暗中挑拨威尔逊去杀死盖茨比。他感到东部鬼影幢幢，世态炎凉，便决定回中西部老家去。这是一... ,"
        (35290人评价)
    ",https://book.douban.com/subject/1008988/,"
        
  
  菲茨杰拉德 / 姚乃强 / 人民文学出版社 / 2004-06 / 12.00元

      "
8.5,"

    万物静默如谜


    
      ,

  ",《辛波斯卡诗选：万物静默如谜》收录辛波斯卡各阶段名作75首，包括激发知名绘本作家幾米创作出《向左走，向右走》的《一见钟情》，收录高中语文教材的《底片》，网上... ,"
        (10321人评价)
    ",https://book.douban.com/subject/11584574/,"
        
  
  [波] 维斯拉瓦•辛波斯卡 / 陈黎、张芬龄 / 浦睿文化·湖南文艺出版社 / 2012-8 / 26.00元

      "
8.0,"

    最初的爱情 最后的仪式


    

  ",全书由八个短篇组成，分别从八个位于童年、青春期和青年等不同阶段的男性视角出发，以意识和潜意识交接地带的经验为揭示对象，有时荒唐，有时伤感，有时温柔，有时骇人... ,"
        (26052人评价)
    ",https://book.douban.com/subject/4011440/,"
        
  
  [英] 伊恩·麦克尤恩 / 潘帕 / 南京大学出版社 / 2010-2 / 22.00元

      "
8.9,"

    道连·葛雷的画像


    

  ",美少年道连·葛雷面对好友霍尔沃德为他画好的肖像，说：“如果我能够永葆青春，而让这幅画像去变老……我愿拿我的灵魂换青春!”这一荒唐的愿望构成了唯美主义代表作家... ,"
        (7513人评价)
    ",https://book.douban.com/subject/1856025/,"
        
  
  [英] 奥斯卡·王尔德 / 荣如德 / 上海译文出版社 / 2006-8 / 12.00元

      "
8.1,"

    雪人


    

  ",初雪的夜晚，小男孩从噩梦中醒来，惊觉妈妈不见踪影，院子里凭空出现一个不知是谁堆起的雪人。他当圣诞礼物送给妈妈的粉色围巾，就围在雪人的脖子上，一排由黑色卵石组... ,"
        (6944人评价)
    ",https://book.douban.com/subject/26729776/,"
        
  
  [挪威] 尤·奈斯博 / 林立仁 / 湖南文艺出版社 / 2016-4 / 39.00元

      "
9.4,"

    阅读是一座随身携带的避难所


    
      ,

  ","如果世界上有一种叫作阅读家的职业，不会再有人比毛姆更加适合。
作家热爱读书，这似乎是自然的事，但像毛姆一样，按图索骥，从作家的作品问解到作家的生平和性格，再... ","
        (144人评价)
    ",https://book.douban.com/subject/27024398/,"
        
  
  [英]毛姆 / 罗长利 / 北京联合出版公司 / 2017-3 / 42.00元

      "
9.1,"

    王尔德童话


    

  ",王尔德是19世纪英国最伟大的艺术家之一，以其剧作、诗歌、童话和小说名世。在风流才子那颓废唯美、狷狂放浪的表面姿态下，是一颗纯美纯善，永难泯灭的童心。而这可贵... ,"
        (11484人评价)
    ",https://book.douban.com/subject/1119839/,"
        
  
  [英] 王尔德 / 王林 / 译林出版社 / 2003-6 / 6.00元

      "
9.2,"

    一九八四·动物农场


    

  ",《一九八四》和《动物农场》是奥威尔的传世之作，堪称世界文坛上最著名的政治讽喻小说。他在小说中他创造的“老大哥”、“双重思想”、“新话”等词汇都已收入权威的英... ,"
        (24564人评价)
    ",https://book.douban.com/subject/1082387/,"
        
  
  [英] 乔治·奥威尔 / 董乐山、傅惟慈 / 上海译文出版社 / 2003-4 / 23.00元

      "
7.8,"

    偷影子的人


    

  ",一个老是受班上同学欺负的瘦弱小男孩，因为拥有一种特殊能力而强大：他能“偷别人的影子”，因而能看见他人心事，听见人们心中不愿意说出口的秘密。他开始成为需要帮助... ,"
        (46865人评价)
    ",https://book.douban.com/subject/10763902/,"
        
  
  (法)马克·李维 / 段韵灵 / 湖南文艺出版社 / 2012-6-20 / 29.80元

      "
8.5,"

    简爱


    

  ",《简爱》是英国女作家夏洛蒂·勃朗特的代表作品。女主人公简爱是一个追赶求平等与自主的知识女性形象，小说以其感人的对于一位“灰姑娘式”人物奋斗史的刻划取胜，《简... ,"
        (106027人评价)
    ",https://book.douban.com/subject/1141406/,"
        
  
  [英] 夏洛蒂·勃朗特 / 世界图书出版公司 / 2003-11 / 18.00元

      "
8.5,"

    焚舟纪


    

  ",《焚舟纪》是英国著名女作家安吉拉•卡特的短篇小说全集，一套共五本四十二个短篇。五个集子依次是《烟火》、《染血之室》、《黑色维纳斯》、《美国鬼魂与旧世界奇观》... ,"
        (3151人评价)
    ",https://book.douban.com/subject/6797396/,"
        
  
  [英] 安吉拉·卡特 / 严韵 / 南京大学出版社 / 2012-3-29 / 100.00元

      "
8.1,"

    漫长的中场休息


    

  ","《漫长的中场休息》是美国作家本•方登的长篇小说，也是李安电影《比利•林恩的中场战事》原著。
·
比利•林恩所在的B班士兵，在伊拉克赢得了一场3分43秒的短暂... ","
        (2216人评价)
    ",https://book.douban.com/subject/26890281/,"
        
  
  [美] 本·方登 / 张晓意 / 南海出版公司 / 2016-11-1 / 45.00元

      "
9.1,"

    倒悬的地平线


    

  ","《偷影子的人》之后，马克•李维更具奇思妙想的小说
一段逾越生命的重逢，一场跨越时间的爱恋
全球49国读者热捧，横扫2016法国各大畅销书榜
爱是永恒的信念，... ","
        (228人评价)
    ",https://book.douban.com/subject/27081345/,"
        
  
  [法] 马克·李维 / 余轶 / 湖南文艺出版社 / 2017-7 / 42.00元

      "
8.3,"

    夜色人生


    

  ","人生无非就是，有些人失去了自我，有些人找到了自我。
——————————
波士顿，1926年。
爵士乐在弥漫，酒在流动，子弹在飞，一个男人打算为这个世界打上... ","
        (1783人评价)
    ",https://book.douban.com/subject/26787935/,"
        
  
  [美] 丹尼斯·勒翰 / 尤传莉 / 江苏凤凰文艺出版社 / 2016-10-15 / 49.90元

      "
9.3,"

    穿过森林的男孩


    

  ","""爱不是握着拳，而是松开手。”
◆必须说，斯坦的这本书写得比《我在雨中等你》更精彩。——范立达（台湾资深媒体人）
________________
十四岁男... ","
        (47人评价)
    ",https://book.douban.com/subject/27045297/,"
        
  
  （美）加思·斯坦 / 袁田 / 北京联合出版公司 / 2017-6-16 / 42.8

      "
7.8,"

    七杀简史


    

  ","这是七次杀戮的故事，是一个时代罪恶、暴力、秘密的编年史。
牙买加，1976 年12 月3 日，大选在即。
七名枪手闯入一位国民级雷鬼歌手家中疯狂扫射——歌手... ","
        (383人评价)
    ",https://book.douban.com/subject/26993666/,"
        
  
  [牙买加] 马龙·詹姆斯 / 姚向辉 / 江苏凤凰文艺出版社 / 2017-4 / 128.00元

      "
9.0,"

    惶然录


    

  ","这是葡萄牙作家费尔南多·佩索阿晚期随笔结集，都是“仿日记”片断体。它是作者的代表之一，是一部曾经长期散佚的作品，后来由众多佩索阿的研究专家们搜集整理而成。
... ","
        (2866人评价)
    ",https://book.douban.com/subject/1015864/,"
        
  
  [葡萄牙]费尔南多·佩索阿 / 韩少功 / 上海文艺出版社 / 1995年5月第一版 / 35.0

      "
9.0,"

    德米安


    
      ,

  ",《德米安：埃米尔·辛克莱的彷徨少年时》是黑塞的代表作之一，讲述少年辛克莱寻找通向自身之路的艰辛历程。出生并成长于“光明世界”的辛克莱，偶然发现截然不同的“另... ,"
        (6379人评价)
    ",https://book.douban.com/subject/3578470/,"
        
  
  [德] 赫尔曼·黑塞 / 丁君君、谢莹莹 / 上海人民出版社 / 2009-3 / 25.00元

      "
8.6,"

    我的孤独是一座花园


    
      ,

  ",《我的孤独是一座花园》是阿多尼斯作品的首个中译版，收录了诗人从上世纪50年代“最初的诗”到2008年的最新作品，时间跨越半个世纪。 ,"
        (7361人评价)
    ",https://book.douban.com/subject/3597825/,"
        
  
  [叙利亚] 阿多尼斯 / 薛庆国 / 译林出版社 / 2009-3 / 28.00

      "
8.9,"

    悲惨世界（上中下）


    

  ",这是法国十九世纪浪漫派领袖雨果继《巴黎圣母院》之后创作的又一部气势恢宏的鸿篇巨著。全书以卓越的艺术魅力，展示了一幅自1793年法国大革命至1832年巴黎人民... ,"
        (26613人评价)
    ",https://book.douban.com/subject/1205054/,"
        
  
  [法] 雨果 / 李丹、方于 / 人民文学出版社 / 1992-6 / 66.00元

      "
8.5,"

    香水


    
      ,

  ",小说叙述一个奇才怪杰谋杀了26个少女的故事。其中每一次谋杀都是一个目的：只是因为迷上她们特有的味道。对格雷诺耶来说，每次都是一场恋爱，但是他爱的不是人，而是... ,"
        (27183人评价)
    ",https://book.douban.com/subject/1292416/,"
        
  
  [德] 帕·聚斯金德 / 李清华 / 上海译文出版社 / 2005-5 / 20.00元

      "
8.7,"

    世上最美的溺水者


    

  ","那个尴尬的傻子死了，人们这才发现他美得动人心魄。
马尔克斯短篇小说集
收录《巨翅老人》《世上最美的溺水者》《令人难以置信的悲惨故事》等名篇，入选高中语文教材... ","
        (2915人评价)
    ",https://book.douban.com/subject/26628811/,"
        
  
  [哥伦比亚] 加西亚·马尔克斯 / 陶玉平 / 南海出版公司 / 2015-11-1 / 35.00元

      "
8.9,"

    献给阿尔吉侬的花束


    

  ","这一本让人看了内心充满痛苦和温暖，让人微笑和伤感的书。戏剧性的故事，深刻和细腻的笔调是它无数次被搬上各国舞台和银幕的原因。
故事讲述查理·高登由于先天弱智而... ","
        (5340人评价)
    ",https://book.douban.com/subject/1442869/,"
        
  
  [美] 丹尼尔·凯斯 / 周月玲 / 辽宁教育出版社 / 2005-8 / 25.00元

      "
9.3,"

    走进大文豪的家


    

  ",《走进大文豪的家》从一些广受欢迎的作家的日常生活的视角出发，探讨了作家周围的事物包括房屋对他们写作的影响。其中包括阿加莎·克里斯蒂隐居在英格兰西南部时的住所... ,"
        (37人评价)
    ",https://book.douban.com/subject/27064860/,"
        
  
  【英】尼克·钱纳 / 杨献军 / 北京联合出版有限公司 / 2017-6-1 / 45

      "
8.9,"

    教父


    

  ",《教父》这部小说的不同凡响的艺术魅力就在于：尽管描写的全是坏蛋，但作者曲尽妙笔，竟然能让读者不痛恨个别坏蛋，而痛恨整个龌龊的社会结构。教父及其继承人——他的... ,"
        (16781人评价)
    ",https://book.douban.com/subject/1092335/,"
        
  
  [美]马里奥·普佐 / 周汉林 / 译林出版社 / 1997-8 / 23.30元

      "
9.0,"

    项塔兰


    

  ",故事是这样开始的，从一个女人、一个城市、一点运气开始。《项塔兰》是格里高利·大卫·罗伯兹的自传式小说，他从一个大学里最年轻的哲学与文学讲师，沦落为黑狱重刑犯... ,"
        (3725人评价)
    ",https://book.douban.com/subject/3673771/,"
        
  
  [澳] 格里高利·大卫·罗伯兹 / 黄中宪 / 华文出版社 / 2009-4 / 58.00

      "
8.1,"

    24个比利


    

  ",1977年，美国俄亥俄州连续强暴案嫌犯比利‧米利根被警方逮捕，但是他对自己犯下的罪行居然毫无记忆。事实上，在他体内总共有24个人格存在，这些人格不仅在性格上... ,"
        (11222人评价)
    ",https://book.douban.com/subject/26371317/,"
        
  
  [美] 丹尼尔·凯斯 / 邢世阳 / 湖岸出版/外语教学与研究出版社 / 2015-6-30 / 39.00元

      "
9.5,"

    冰与火之歌


    
      ,

  ",《冰与火之歌》（A Song of Ice and Fire）是由美国著名科幻奇幻小说家乔治·R·R·马丁（George R.R. Martin）所著的史诗... ,"
        (2224人评价)
    ",https://book.douban.com/subject/25826936/,"
        
  
  [美]乔治·R.R.马丁 / 谭光磊、屈畅、胡绍晏 / 重庆出版社 / 2013-10-1 / 330.00元

      "
8.0,"

    所谓好玩的事，我再也不做了


    

  ","《所谓好玩的事，我再也不做了》是美国天才作家大卫·福斯特·华莱士非虚构经典作品，入选《时代》周刊“100部最佳非虚构英语作品”。
在这本备受赞誉的书中，收录... ","
        (242人评价)
    ",https://book.douban.com/subject/26945641/,"
        
  
  [美] 大卫·福斯特·华莱士 / 林晓筱 / 湖南文艺出版社 / 2017-1 / 52.00元

      "
9.3,"

    我在伊朗长大


    

  ",伊朗，一个遥远而神秘的国度。长期以来人们谈起她总是将之与原教旨主义、狂热主义和恐怖主义联系在一起。作者认为事实并非如此。作者出身豪门，以当年伊朗的“伊斯兰革... ,"
        (4380人评价)
    ",https://book.douban.com/subject/4071859/,"
        
  
  玛赞·莎塔碧 / 马爱农、左涛 / 生活·读书·新知三联书店 / 2010-1 / 39.00元

      "
8.7,"

    面纱


    

  ","★同名电影《面纱》小说原著
★爱、幻灭、生死、背叛、别离
★毛姆最具争议作品
★女性精神觉醒经典读本
★毛姆剖析人性三大力作——《刀锋》《面纱》《人性的枷锁... ","
        (10967人评价)
    ",https://book.douban.com/subject/10560798/,"
        
  
  [英] W.萨默塞特·毛姆 / 阮景林 / 重庆出版社 / 2012-5 / 32.00元

      "
8.1,"

    明镜之书


    

  ","1987年12月23日凌晨，心理学明星教授韦德在家中被残忍杀害了。
和他关系最密切的三个人被逐一调查——得意门生劳拉、图书室整理员弗林以及因报恩而常年往来的... ","
        (196人评价)
    ",https://book.douban.com/subject/27031877/,"
        
  
  [罗] 尤金·欧·切洛维茨 / 张畅、袁子奇 / 中信出版社 / 2017-7 / 42.80元

      "
9.1,"

    被淹没和被拯救的


    

  ",本书是意大利最具知识分子良心的天才作家普里莫•莱维的最后作品。莱维以生命完成了对纳粹暴行的见证，他的简明易懂的作品是对生活奇妙的赞颂，证明了人类的精神无法被... ,"
        (1404人评价)
    ",https://book.douban.com/subject/20441569/,"
        
  
  [意] 普里莫·莱维 / 杨晨光 / 三辉图书/上海三联书店 / 2013-3 / 32.00元

      "
8.2,"

    小说药丸


    

  ","◆由多年小说阅读经验+书目治疗临床经验+两千年文学史中的珍贵药材炼制而成的小说药丸
◆人生疑难杂症全收录，另类文学诊疗手册
◆对症下药，一盒起效。有病治病，... ","
        (488人评价)
    ",https://book.douban.com/subject/26819479/,"
        
  
  [英] 埃拉·伯绍德、[英] 苏珊·埃尔德金 / 汪芃 / 上海人民出版社 / 2016-10 / 59.00元

      "
8.5,"

    夜莺与玫瑰


    

  ",《夜莺与玫瑰》是王尔德所著的童话作品经典选集，共收录了他的《夜莺与玫瑰》《幸福王子》《巨人的花园》《忠实的朋友》《驰名的火箭》和《星孩儿》七部脍炙人口的经典... ,"
        (6564人评价)
    ",https://book.douban.com/subject/6857344/,"
        
  
  [英] 王尔德 著、查尔斯·罗宾逊 绘 / 林徽因 / 辽宁教育出版社 / 2011-9 / 34.00元

      "
9.3,"

    卡尔维诺文集（第三卷）


    
      ,

  ","卡尔维诺钟爱童话这一艺术形式，熟稔童话的特征、手法，自然也偏爱在小说中运用童话的手法来写现实的人和事。《我们的祖先》是这一艺术手法占主导地位的标志。
《我们... ","
        (4063人评价)
    ",https://book.douban.com/subject/1066165/,"
        
  
  [意大利] 卡尔维诺 / 吴正仪 / 译林出版社 / 2001-9 / 21.00元

      "
8.7,"

    如果在冬夜，一个旅人


    

  ",《如果在冬夜，一个旅人》由框架故事和嵌入小说两部分组成。框架故事以男性读者“你”作主角，“你”是整本书的“隐设读者”，也是实际在进行阅读的读者。话说，你兴致... ,"
        (7668人评价)
    ",https://book.douban.com/subject/2136484/,"
        
  
  [意大利] 伊塔洛·卡尔维诺 / 萧天佑 / 译林出版社 / 2007-6 / 25.00元

      "
8.2,"

    使女的故事


    

  ",《使女》是一部未来小说。未来小说在西方批评界也被称为思辨意味颇浓的“悬测小说”，它描写的是未来之事，却不是通常意义上的科幻小说。未来小说尽管含有科幻成分，但... ,"
        (579人评价)
    ",https://book.douban.com/subject/3056877/,"
        
  
  (加拿大)玛格丽特·阿特伍德 / 陈小慰 / 译林出版社 / 2008-4 / 27.00元

      "
7.7,"

    洛丽塔


    

  ",《洛丽塔》原著问世五十年来第一部中文全译本。纳博科夫最著名最有争议的小说杰作。 ,"
        (53533人评价)
    ",https://book.douban.com/subject/1465324/,"
        
  
  [美] 弗拉基米尔·纳博科夫 / 主万 / 上海译文出版社 / 2005-12 / 27.00元

      "
8.5,"

    没有人给他写信的上校


    

  ","★ 五十六年了，上校唯一做过的事情就是等待。
★《没有人给他写信的上校》我写了九遍，它是我所有作品中最无懈可击的，可以面对任何敌人。 ——加西亚•马尔克斯
... ","
        (12231人评价)
    ",https://book.douban.com/subject/20392523/,"
        
  
  [哥伦比亚] 加西亚·马尔克斯 / 陶玉平 / 南海出版公司 / 2013-5 / 19.50元

      "
8.6,"

    追忆似水年华 Ⅰ


    
      ,

  ",《追忆似水年华》以独特的艺术形式，表现出文学创作上的新观念和新技巧。小说以追忆的手段，借助超越时空概念的潜在意识，不时交叉地重现已逝去的岁月，从中抒发对故人... ,"
        (8618人评价)
    ",https://book.douban.com/subject/1082584/,"
        
  
  [法] M·普鲁斯特 / 李恒基、徐继曾 / 译林出版社 / 1989-6 / 5.80元

      "
8.8,"

    哈扎尔辞典（阳本）


    
      ,

  ",这是一部关于盗梦和秘密的迷宫辞典体小说，包括一明一暗两条线索：历史线索和魔幻线索。历史线索即作者明确告诉我们的，历史上出现过一次哈扎尔大论辩，目的在于帮助哈... ,"
        (2516人评价)
    ",https://book.douban.com/subject/11528350/,"
        
  
  (塞尔维亚)米洛拉德·帕维奇 / 南山、戴骢、石枕川 / 上海译文出版社 / 2013-1-1 / 45.00元

      "
8.4,"

    午夜之子


    

  ",很久很久以前，在古阿拉伯的萨桑王国，宰相的女儿山鲁佐德，每天夜里给国王山努亚讲故事，故事一个接着一个，一直讲了一千零一夜……在这“一千零一夜”的故事流传了差... ,"
        (1031人评价)
    ",https://book.douban.com/subject/26607924/,"
        
  
  [英] 萨曼·鲁西迪 / 刘凯芳 / 北京燕山出版社 / 2015-9 / 56.00元

      "
8.4,"

    尤利西斯


    

  ",《尤利西斯》被誉为意识流小说的开山之作。作者乔伊斯一反传统的写作方法，使用极为怪诞的手法，展现发生在都柏林一天十八小时中的种种事情，每一小时写一章，最后一章... ,"
        (3292人评价)
    ",https://book.douban.com/subject/1038196/,"
        
  
  [爱尔兰] 詹姆斯·乔伊斯 / 萧乾、文洁若 / 译林出版社 / 2005-8 / 58.00元

      "
7.8,"

    在路上


    

  ",青年学生萨尔为追求个性自由，与狄安（以卡萨迪为原型）、玛丽露等一伙男女开车横穿全美，一路狂喝滥饮，耽迷酒色，流浪吸毒，性放纵，在经过精疲力竭的漫长放荡后，开... ,"
        (38209人评价)
    ",https://book.douban.com/subject/1917972/,"
        
  
  [美] 杰克·凯鲁亚克 / 王永年 / 上海译文出版社 / 2006-10 / 28.00元

      "
8.4,"

    呼啸山庄


    

  ",夏洛蒂和传记作者告诉我们，爱米丽生性独立、豁达、纯真、刚毅、热情而又内向。她颇有男儿气概，酷爱自己生长其间的荒原，平素在离群索居中，除去手足情谊，最喜与大自... ,"
        (56743人评价)
    ",https://book.douban.com/subject/1119522/,"
        
  
  艾米莉·勃朗特 / 张扬、张玲 / 人民文学出版社 / 1999-1 / 27.30元

      "
9.0,"

    人鼠之间


    

  ","英国BBC读者票选“英国人最喜爱的100部小说”之一
诺贝尔文学奖得主斯坦贝克关于承诺、孤独、希望和失去之书
——————
莱尼身高两米，力气大得吓人，但心... ","
        (1330人评价)
    ",https://book.douban.com/subject/26598807/,"
        
  
  [美] 约翰·斯坦贝克（John Steinbeck） / 李天奇 / 上海文艺出版社 / 2016-1-1 / 29.00元

      "
8.6,"

    战争与和平（全四册）


    

  ",,"
        (4601人评价)
    ",https://book.douban.com/subject/1013469/,"
        
  
  [俄] 列夫·托尔斯泰 / 刘辽逸 / 人民文学出版社 / 1997-12 / 59.00元

      "
8.7,"

    罪与罚


    

  ",本书是一部浸透着血和泪的社会悲剧，一部酣畅淋漓地剖析一个罪犯内心世界的心理小说，一部举世公认的、震撼灵魂的世界文学名著。　　小说是以刑事犯罪为题材的，写的是... ,"
        (8095人评价)
    ",https://book.douban.com/subject/1022632/,"
        
  
  [俄] 陀思妥耶夫斯基 / 朱海观、王汶 / 人民文学出版社 / 2003-8 / 22.00元

      "
9.1,"

    我亲爱的甜橙树


    

  ","这是一个构思了42年的故事。
这是一个仅用12天就写成的故事。
这是一个让数亿读者感动落泪的故事。
这是一部有着相当自传性质的儿童小说，作家精确地“摹拟”一... ","
        (3277人评价)
    ",https://book.douban.com/subject/4826530/,"
        
  
  (巴西)若泽•毛罗•德瓦斯康塞洛斯 / 蔚玲 / 天天出版社 / 2010年6月 / 19.90元

      "
8.0,"

    安吉拉·卡特的精怪故事集


    

  ",很久很久以前，精怪故事不光是给孩子们看的，《安吉拉·卡特的精怪故事集》就是如此。这部精彩的集子囊括了抒情故事、血腥故事、令人捧腹的故事和粗俗下流的故事，它们... ,"
        (7734人评价)
    ",https://book.douban.com/subject/5993314/,"
        
  
  [英] 安吉拉·卡特 / 郑冉然 / 南京大学出版社 / 2011-9 / 48.00元

      "
7.5,"

    地下铁道


    

  ",《地下铁道》讲述少女科拉无家可归，受到欺辱和强暴，过着没有希望的生活。又一次残忍的鞭打，让她下定决心，逃出人间地狱，穿过沼泽的黑水和森林的幽暗，搭乘秘密的地... ,"
        (1054人评价)
    ",https://book.douban.com/subject/26984949/,"
        
  
  [美] 科尔森·怀特黑德 / 康慨 / 世纪文景/上海人民出版社 / 2017-3 / 39.80

      "
8.7,"

    棕色的世界


    

  ","奈绪·布朗患有强迫症，但不是人们开玩笑时常提到的那种经常洗手的洁癖型。她长期受到一种病态的暴力冲动困扰，不过这种冲动仅止于她自己的想象。
奈绪的生活忙碌嘈杂... ","
        (409人评价)
    ",https://book.douban.com/subject/26869695/,"
        
  
  [英] 格林·狄龙 著绘 / 来兹 / 世界图书出版公司北京公司 / 2017-1 / CNY 128.00

      "
9.1,"

    多莱尔的希腊神话书


    

  ","凯迪克大奖得主作品，入选纽约公共图书馆“百年百佳书”
畅销五十年，销量过千万，迄今仍在亚马逊榜单前列
超越时间的大师经典
大人小孩都喜爱的书之瑰宝，家庭藏书... ","
        (256人评价)
    ",https://book.douban.com/subject/26710042/,"
        
  
  [美] 英格丽·多莱尔、[美] 爱德加·帕林·多莱尔 / 熊裕 / 江苏教育出版社 / 2016-6-1 / 88

      "
9.0,"

    想你


    

  ","【编辑推荐】
“缘分将他们推进、驱离，阻挡他们的去路，
忍住笑声，然后，闪到一旁”
比《一天》与《爱在日落黄昏时》更令人着迷
25种语言、30国版权再掀浪漫... ","
        (34人评价)
    ",https://book.douban.com/subject/27045517/,"
        
  
  [英]凯特·埃伯利恩 / 黄瑶 / 广西科学技术出版社 / 2017-6-15 / 39.80

      "
8.8,"

    意大利人


    

  ",意大利是一个令人向往的美丽国度，那里的风景、文化、男男女女都充满了无穷的魅力。有那么多外来者写过关于意大利的文章书籍，写的却只是游客眼中的意大利；而意大利人... ,"
        (67人评价)
    ",https://book.douban.com/subject/2264272/,"
        
  
  (意)巴尔齐尼(Barzini,L.)著 / 刘万钧译 / 三联书店 / 1986

      "
9.1,"

    奥克诺斯


    

  ","《奥克诺斯》是西班牙诗人塞尔努达的散文诗集。流亡国外的诗人追忆童年、秋日和故乡小城，在文字中重构一个透明的世界，达成自己对生命的理解、对永恒的渴望。
在西班... ","
        (810人评价)
    ",https://book.douban.com/subject/26275572/,"
        
  
  [西班牙] 路易斯·塞尔努达 / 汪天艾 / 人民文学出版社 / 2015-1 / 29.00元

      "
9.0,"

    夜莺


    

  ","In love we find out who we want to be.In war we find out who we are.
法国，1939。
... ","
        (335人评价)
    ",https://book.douban.com/subject/26905360/,"
        
  
  [美] 克里斯汀·汉娜 / 黄瑶 / 四川人民出版社 / 2016-11 / 38.00元

      "
8.1,"

    时间旅行者的妻子


    

  ","相遇那年，她6岁，他36岁；
结婚那年，她23岁，他31岁；
离别后再度重逢时，她82岁，他43岁。
相对于如此真实、强烈的感觉，时间，微不足道……
亨利，... ","
        (35154人评价)
    ",https://book.douban.com/subject/2056749/,"
        
  
  [美] 奥德丽·尼芬格 / 夏金、安璘 / 人民文学出版社 / 2007-4 / 29.90元

      "
8.3,"

    生活在别处


    

  ",《生活在别处》是一个年轻艺术家的肖像画。昆德拉以其独到的笔触塑造出雅罗米尔这样一个形象，描绘了这个年轻诗人充满激情而又短暂的一生，具有“发展小说”的许多特点... ,"
        (23929人评价)
    ",https://book.douban.com/subject/1013225/,"
        
  
  [捷克] 米兰·昆德拉 / 袁筱一 / 上海译文出版社 / 2004-5 / 25.00元

      "
9.1,"

    小径分岔的花园


    
      ,

  ",所收作品包括：心狠手辣的解放者莫雷尔、作恶多端的蒙克·伊斯曼、无礼的掌礼官上野介、死亡与指南针、另一次死亡、阿莱夫等。 ,"
        (3820人评价)
    ",https://book.douban.com/subject/1418058/,"
        
  
  [阿根廷] 博尔赫斯 / 王永年 / 浙江文艺出版社 / 2002-7 / 13.00元

      "
8.6,"

    夏洛克是我的名字


    
      ,

  ",西蒙·斯特鲁洛维奇，一位犹太裔艺术品经销商，富有却吝啬，众叛亲离。在祭拜母亲的墓园中偶遇夏洛克，并将其请回家中做客。之后像是触发了什么按钮般，斯特鲁洛维奇的... ,"
        (77人评价)
    ",https://book.douban.com/subject/27021974/,"
        
  
  [英] 霍华德·雅各布森 / 齐彦婧 / 未读·北京联合出版公司 / 2017-6-23 / 49.80

      "
8.9,"

    所有我们看不见的光


    

  ",法国少女玛丽洛尔生活在巴黎，幼年失明后，父亲保护她、训练她，鼓励她勇敢生活下去。1940年，德国 入侵，她被迫离家，不久又与父亲骨肉分离，以瘦削的肩膀抵抗纳... ,"
        (1537人评价)
    ",https://book.douban.com/subject/26431326/,"
        
  
  [美] 安东尼·多尔 / 高环宇 / 中信出版社 / 2015-8 / 42.00元

      "
8.8,"

    逃亡


    
      ,

  ",,"
        (62人评价)
    ",https://book.douban.com/subject/1414921/,"
        
  
  （苏）布尔加科夫 / 陈世雄、周湘鲁 / 厦门大学出版社 / 2004-4 / 18.0

      "
7.0,"

    真的不用读完一本书


    

  ","这是一本机智迭出、趣味横生的书，给予读者最精确的建议，如何用最有效的方式谈论没读过的文学经典。
不管是如滔滔江水的《追忆似水年华》，还是改编自莎士比亚与简•... ","
        (205人评价)
    ",https://book.douban.com/subject/6890687/,"
        
  
  (英)亨利·希金斯 / 林步升 / 重庆大学出版社/楚尘文化 / 2012-9 / 35.00元

      "
8.9,"

    爱德华·巴纳德的堕落


    
      ,

  ",“即使一切消亡，仍然会有一个作家讲述的世界留存下来，从新加坡到玛贵斯群岛，它将完全而且永远属于毛姆。我们步入这个露天游廊和三角帆船的世界，就像走进柯南•道尔... ,"
        (451人评价)
    ",https://book.douban.com/subject/26840830/,"
        
  
  [英] 毛姆 / 陈以侃 / 理想国 | 广西师范大学出版社 / 2016-10-1 / 56.00元

      "
8.6,"

    小于一


    

  ",《小于一》是布罗茨基的第一部散文集，展现了他对文学、 政治和历史等各领域的全面兴趣。从最广泛的意义上讲，《小于一》是一部知识分子的自传。本书收录了布罗茨基评... ,"
        (1580人评价)
    ",https://book.douban.com/subject/26053771/,"
        
  
  [美] 约瑟夫·布罗茨基 / 黄灿然 / 浙江文艺出版社 / 2014-9-1 / CNY 45.00

      "
8.6,"

    布鲁克林有棵树


    

  ","这是一本关于生存的书，讲述阅读如何让卑微的生命变得高贵，讲述知识如何改变人的修为与命运，讲述家庭的力量如何支撑孩子实现自己的梦想。
二十世纪初的纽约布鲁克林... ","
        (5775人评价)
    ",https://book.douban.com/subject/3826899/,"
        
  
  贝蒂·史密斯（Betty Smith) / 方柏林 / 译林出版社 / 2009-7 / 28.00元

      "
